hhsize,sexo,hours_worked,province,inschool,minutes_work,minutes_study,minutes_bbsit,minutes_hprod,indig,RMG,year,FACTORY,age,FAC_AGE
7,femenino ,28,san marcos,1,0,0,60,490,1,0,2000,0,13,0
9,masculino,24,chimaltenango,1,0,0,,0,1,0,2006,1,15,15
9,femenino ,0,chimaltenango,1,0,0,,0,1,0,2006,1,7,7
9,femenino ,0,chimaltenango,1,0,420,,180,1,0,2006,1,13,13
9,femenino ,0,chimaltenango,1,0,0,,75,1,0,2006,1,10,10
6,masculino,48,san marcos,0,3,0,60,480,1,0,2000,0,11,0
6,masculino,0,san marcos,0,0,0,60,60,1,0,2000,0,7,0
9,femenino ,0,san marcos,1,0,0,180,900,1,0,2000,0,9,0
9,masculino,48,san marcos,1,35,0,0,570,1,0,2000,0,13,0
6,masculino,0,santa rosa,1,0,0,0,60,1,0,2014,0,14,0
8,masculino,0,san marcos,1,0,0,60,0,1,0,2000,0,11,0
8,masculino,0,san marcos,1,0,0,60,0,1,0,2000,0,8,0
8,femenino ,0,san marcos,1,0,0,60,480,1,0,2000,0,17,0
10,masculino,42,san marcos,1,30,0,60,690,1,0,2000,0,17,0
10,femenino ,42,san marcos,1,2,0,240,540,1,1,2000,0,10,0
10,femenino ,42,san marcos,1,2,0,0,840,1,1,2000,0,13,0
10,femenino ,0,san marcos,0,0,0,480,120,1,0,2000,0,7,0
10,femenino ,42,san marcos,0,2,0,120,840,1,1,2000,0,15,0
6,femenino ,49,retalhuleu,0,600,0,90,360,1,0,2011,0,15,0
6,masculino,0,retalhuleu,1,0,300,0,0,1,0,2011,0,10,0
6,masculino,49,retalhuleu,0,600,0,0,480,1,0,2011,0,17,0
6,masculino,0,retalhuleu,1,0,300,0,0,1,0,2011,0,8,0
7,femenino ,0,santa rosa,0,0,0,180,112,1,0,2014,0,15,0
7,femenino ,0,santa rosa,1,15,435,120,0,1,0,2014,0,11,0
7,masculino,0,santa rosa,0,0,0,0,0,1,0,2014,0,17,0
8,femenino ,0,retalhuleu,0,0,0,0,300,1,0,2011,0,16,0
11,masculino,0,san marcos,1,0,0,30,60,1,0,2000,0,7,0
11,masculino,30,san marcos,0,30,0,0,570,1,0,2000,0,18,0
11,femenino ,0,san marcos,1,0,0,0,420,1,0,2000,0,13,0
5,masculino,0,san marcos,1,0,0,30,90,1,0,2000,0,7,0
5,femenino ,0,retalhuleu,1,0,270,0,120,1,0,2011,0,8,0
5,femenino ,0,retalhuleu,1,0,270,0,120,1,0,2011,0,10,0
3,femenino ,0,san marcos,1,0,0,0,210,1,0,2000,0,14,0
13,femenino ,0,san marcos,0,0,0,0,450,1,0,2000,0,18,0
13,femenino ,0,san marcos,1,0,0,30,405,1,0,2000,0,10,0
13,masculino,45,san marcos,0,0,0,0,420,1,0,2000,0,15,0
13,masculino,0,san marcos,1,0,0,30,390,1,0,2000,0,9,0
13,femenino ,0,san marcos,1,0,0,30,390,1,0,2000,0,7,0
13,masculino,45,san marcos,0,0,0,0,390,1,0,2000,0,18,0
13,femenino ,0,san marcos,1,0,0,30,400,1,0,2000,0,12,0
13,masculino,0,san marcos,1,0,0,0,420,1,0,2000,0,15,0
6,femenino ,0,santa rosa,1,2,302,0,0,1,0,2014,0,9,0
6,femenino ,98,santa rosa,0,0,0,240,525,1,0,2014,0,18,0
11,masculino,0,san marcos,1,0,330,30,150,1,0,2000,0,9,0
11,femenino ,0,san marcos,1,0,330,30,150,1,0,2000,0,8,0
11,masculino,0,san marcos,1,0,330,0,210,1,0,2000,0,7,0
11,femenino ,0,san marcos,1,0,300,60,300,1,0,2000,0,14,0
11,femenino ,0,san marcos,1,0,300,30,240,1,0,2000,0,12,0
9,femenino ,0,san marcos,1,0,300,30,90,1,0,2000,0,9,0
9,masculino,0,san marcos,1,0,300,0,90,1,0,2000,0,11,0
9,masculino,40,san marcos,0,30,0,0,570,1,0,2000,0,17,0
9,femenino ,0,san marcos,0,0,0,0,420,1,0,2000,0,13,0
9,femenino ,0,san marcos,0,0,0,30,360,1,0,2000,0,15,0
7,femenino ,0,san marcos,1,0,390,0,180,1,0,2000,0,8,0
7,masculino,0,san marcos,1,0,450,0,90,1,0,2000,0,12,0
7,masculino,0,san marcos,1,0,450,0,90,1,0,2000,0,14,0
7,masculino,0,san marcos,1,0,450,0,150,1,0,2000,0,10,0
8,femenino ,0,san marcos,1,0,360,0,0,1,0,2000,0,8,0
8,femenino ,0,san marcos,0,0,0,0,0,1,0,2000,0,7,0
8,femenino ,0,san marcos,1,0,360,0,45,1,0,2000,0,10,0
7,femenino ,0,san marcos,1,0,360,0,90,1,0,2000,0,10,0
7,masculino,8,san marcos,1,0,360,0,180,1,0,2000,0,13,0
6,femenino ,0,san marcos,1,0,360,0,0,1,0,2000,0,7,0
6,femenino ,0,huehuetenango,1,0,0,0,0,1,0,2011,0,9,0
6,femenino ,0,huehuetenango,1,0,0,0,55,1,0,2011,0,12,0
6,masculino,14,huehuetenango,1,0,510,0,60,1,0,2011,0,17,0
3,femenino ,8,san marcos,0,0,0,0,390,1,0,2000,0,18,0
9,femenino ,8,huehuetenango,1,0,30,30,360,1,0,2011,0,15,0
9,femenino ,0,huehuetenango,1,0,0,0,150,1,0,2011,0,10,0
9,femenino ,20,huehuetenango,0,0,0,30,0,1,0,2011,0,13,0
9,femenino ,0,huehuetenango,0,0,0,0,0,1,0,2011,0,7,0
6,masculino,0,san marcos,1,0,360,0,0,1,0,2000,0,11,0
6,masculino,0,san marcos,1,0,360,0,0,1,0,2000,0,7,0
6,femenino ,0,san marcos,1,0,360,0,0,1,0,2000,0,8,0
6,masculino,0,huehuetenango,1,0,0,0,30,1,0,2011,0,8,0
6,femenino ,0,huehuetenango,1,0,180,0,180,1,0,2011,0,14,0
6,femenino ,0,san marcos,1,0,360,10,0,1,0,2000,0,8,0
6,femenino ,0,san marcos,1,0,360,60,0,1,0,2000,0,12,0
9,femenino ,0,huehuetenango,1,0,0,60,35,1,0,2011,0,15,0
9,masculino,0,huehuetenango,1,0,0,0,0,1,0,2011,0,8,0
9,femenino ,0,huehuetenango,1,0,0,30,10,1,0,2011,0,12,0
4,masculino,0,san marcos,1,0,390,0,270,1,0,2000,0,9,0
6,masculino,0,huehuetenango,1,0,0,0,120,1,0,2011,0,12,0
6,femenino ,0,huehuetenango,1,0,600,0,0,1,0,2011,0,15,0
6,masculino,0,huehuetenango,1,0,600,0,0,1,0,2011,0,14,0
6,femenino ,0,huehuetenango,1,0,600,0,0,1,0,2011,0,17,0
8,femenino ,0,huehuetenango,1,0,0,0,0,1,0,2011,0,9,0
8,femenino ,0,huehuetenango,1,0,0,0,60,1,0,2011,0,11,0
8,femenino ,0,huehuetenango,1,0,0,0,0,1,0,2011,0,8,0
8,femenino ,0,san marcos,1,0,420,0,90,1,0,2000,0,17,0
8,masculino,0,san marcos,1,720,0,0,0,1,0,2000,0,13,0
8,masculino,0,san marcos,1,0,0,30,300,1,0,2000,0,15,0
8,femenino ,0,san marcos,0,0,0,30,270,1,0,2000,0,18,0
4,masculino,0,san marcos,1,0,0,0,480,1,0,2000,0,15,0
6,masculino,0,san marcos,1,0,0,30,542,1,0,2000,0,8,0
6,masculino,0,san marcos,1,0,0,30,540,1,0,2000,0,14,0
9,masculino,0,san marcos,0,0,0,0,330,1,0,2000,0,9,0
9,femenino ,0,san marcos,1,0,420,0,150,1,0,2000,0,13,0
9,femenino ,42,huehuetenango,1,0,0,180,240,1,0,2011,0,11,0
9,femenino ,0,huehuetenango,1,0,0,300,60,1,0,2011,0,8,0
9,masculino,42,huehuetenango,0,120,0,0,602,1,0,2011,0,13,0
3,masculino,0,san marcos,1,0,300,0,300,1,0,2000,0,7,0
8,masculino,7,huehuetenango,1,0,0,0,240,1,0,2011,0,12,0
8,femenino ,14,huehuetenango,1,60,0,0,600,1,0,2011,0,13,0
8,femenino ,56,huehuetenango,0,0,0,0,660,1,0,2011,0,15,0
8,femenino ,0,san marcos,1,0,300,0,0,1,0,2000,0,8,0
8,femenino ,0,san marcos,1,0,300,0,170,1,0,2000,0,10,0
8,femenino ,0,san marcos,0,0,0,0,10,1,0,2000,0,7,0
9,femenino ,0,san marcos,1,0,480,0,30,1,0,2000,0,10,0
9,masculino,0,san marcos,1,0,480,0,150,1,0,2000,0,9,0
9,femenino ,0,san marcos,0,0,0,0,420,1,0,2000,0,8,0
9,femenino ,0,san marcos,0,0,0,0,300,1,0,2000,0,14,0
9,masculino,0,san marcos,1,0,480,0,90,1,0,2000,0,7,0
9,masculino,0,san marcos,1,0,480,0,135,1,0,2000,0,14,0
4,masculino,0,huehuetenango,0,0,0,0,0,1,0,2011,0,17,0
6,femenino ,0,san marcos,0,0,0,180,105,1,0,2000,0,8,0
9,femenino ,0,huehuetenango,0,0,0,0,0,1,0,2011,0,18,0
9,femenino ,7,huehuetenango,1,0,0,10,120,1,0,2011,0,11,0
3,masculino,40,san marcos,0,510,0,0,90,1,0,2000,0,18,0
8,femenino ,0,san marcos,1,0,0,0,555,1,0,2000,0,15,0
8,masculino,0,san marcos,1,0,0,0,0,1,0,2000,0,11,0
6,femenino ,0,san marcos,1,0,0,0,360,1,0,2000,0,10,0
6,masculino,0,san marcos,1,0,0,0,0,1,0,2000,0,9,0
10,masculino,12,san marcos,1,0,420,0,0,1,0,2000,0,11,0
10,femenino ,12,san marcos,1,0,420,0,0,1,0,2000,0,9,0
6,masculino,0,san marcos,1,0,0,0,120,1,0,2000,0,8,0
8,masculino,0,san marcos,1,0,420,0,0,1,0,2000,0,10,0
8,masculino,9,san marcos,1,0,420,0,60,1,0,2000,0,17,0
8,masculino,0,san marcos,1,0,420,0,0,1,0,2000,0,14,0
3,femenino ,0,huehuetenango,1,0,320,0,0,1,0,2011,0,8,0
3,femenino ,0,huehuetenango,1,0,500,0,120,1,0,2011,0,11,0
5,femenino ,0,san marcos,1,0,420,0,210,1,0,2000,0,8,0
6,femenino ,0,huehuetenango,1,0,360,0,40,1,0,2011,0,10,0
6,femenino ,0,huehuetenango,1,0,360,0,0,1,0,2011,0,8,0
6,femenino ,0,huehuetenango,1,0,390,0,0,1,0,2011,0,7,0
8,masculino,45,huehuetenango,0,600,0,0,0,1,0,2011,0,14,0
8,femenino ,48,huehuetenango,0,0,0,60,320,1,0,2011,0,16,0
8,masculino,45,huehuetenango,1,600,0,0,0,1,0,2011,0,10,0
8,masculino,45,huehuetenango,1,600,0,0,0,1,0,2011,0,12,0
8,masculino,0,huehuetenango,1,0,0,0,90,1,0,2011,0,7,0
6,femenino ,0,huehuetenango,1,0,0,0,0,1,0,2011,0,8,0
6,femenino ,0,huehuetenango,1,0,0,0,210,1,0,2011,0,10,0
3,masculino,24,san marcos,0,40,0,0,720,1,0,2000,0,17,0
11,masculino,0,san marcos,1,0,360,0,60,1,0,2000,0,14,0
11,femenino ,0,san marcos,1,0,360,240,420,1,0,2000,0,12,0
11,femenino ,0,san marcos,0,0,0,0,60,1,0,2000,0,7,0
11,femenino ,0,san marcos,1,0,360,0,270,1,0,2000,0,9,0
11,masculino,0,san marcos,1,0,360,0,180,1,0,2000,0,11,0
7,femenino ,0,san marcos,1,0,360,0,390,1,0,2000,0,9,0
7,femenino ,0,san marcos,1,0,360,0,330,1,0,2000,0,12,0
7,femenino ,0,san marcos,1,0,360,0,30,1,0,2000,0,7,0
7,masculino,0,san marcos,1,0,360,0,180,1,0,2000,0,14,0
7,masculino,0,huehuetenango,1,0,0,0,120,1,0,2011,0,8,0
7,femenino ,0,huehuetenango,1,0,0,0,70,1,0,2011,0,11,0
7,femenino ,0,huehuetenango,1,0,0,60,150,1,0,2011,0,14,0
10,masculino,0,huehuetenango,1,0,0,0,0,1,0,2011,0,7,0
10,femenino ,0,huehuetenango,1,0,0,120,0,1,0,2011,0,9,0
10,femenino ,8,huehuetenango,0,0,0,0,360,1,0,2011,0,13,0
10,femenino ,4,huehuetenango,1,0,0,0,120,1,0,2011,0,11,0
4,femenino ,0,san marcos,1,0,120,0,30,1,0,2000,0,8,0
11,masculino,0,huehuetenango,1,0,0,0,60,1,0,2011,0,9,0
11,masculino,48,huehuetenango,0,0,0,0,0,1,0,2011,0,17,0
11,masculino,35,huehuetenango,1,600,0,0,0,1,0,2011,0,13,0
11,masculino,0,huehuetenango,1,0,0,0,60,1,0,2011,0,7,0
11,femenino ,0,huehuetenango,0,0,0,0,180,1,0,2011,0,18,0
10,masculino,46,huehuetenango,1,540,120,0,0,1,0,2011,0,15,0
10,masculino,0,huehuetenango,1,0,0,0,0,1,0,2011,0,9,0
10,masculino,46,huehuetenango,1,0,660,0,0,1,0,2011,0,17,0
10,femenino ,0,huehuetenango,1,0,0,0,90,1,0,2011,0,12,0
6,femenino ,30,huehuetenango,1,660,0,0,80,1,0,2011,0,12,0
6,masculino,30,huehuetenango,1,0,0,0,480,1,0,2011,0,10,0
6,femenino ,45,huehuetenango,0,0,0,0,600,1,0,2011,0,14,0
6,masculino,24,huehuetenango,0,0,0,0,645,1,0,2011,0,18,0
6,masculino,0,huehuetenango,1,0,0,0,120,1,0,2011,0,10,0
7,femenino ,0,san marcos,1,0,0,0,300,1,0,2000,0,8,0
7,femenino ,0,san marcos,0,0,0,240,420,1,0,2000,0,16,0
4,femenino ,18,huehuetenango,0,0,0,300,240,1,0,2011,0,18,0
14,masculino,48,san marcos,0,40,0,0,540,1,0,2000,0,16,0
14,masculino,0,san marcos,0,0,0,180,0,1,0,2000,0,8,0
14,masculino,0,san marcos,1,0,480,120,0,1,0,2000,0,12,0
14,femenino ,0,san marcos,1,0,450,240,60,1,0,2000,0,9,0
6,masculino,21,escuintla,0,0,0,,720,1,0,2006,0,14,0
6,masculino,0,escuintla,0,0,0,,0,1,0,2006,0,17,0
6,masculino,84,escuintla,0,120,0,,0,1,0,2006,0,17,0
5,masculino,0,san marcos,1,0,450,180,0,1,0,2000,0,10,0
5,femenino ,0,san marcos,0,0,0,360,90,1,0,2000,0,8,0
2,masculino,28,san marcos,0,420,0,0,120,1,0,2000,0,14,0
4,femenino ,0,san marcos,0,0,0,0,140,1,0,2000,0,7,0
4,masculino,0,san marcos,1,0,300,0,30,1,0,2000,0,10,0
8,masculino,0,san marcos,1,0,0,0,60,1,0,2000,0,13,0
8,masculino,16,san marcos,1,0,0,0,0,1,0,2000,0,16,0
8,femenino ,0,san marcos,1,0,450,0,90,1,0,2000,0,11,0
8,femenino ,0,san marcos,1,0,420,0,60,1,0,2000,0,8,0
4,masculino,12,san marcos,1,0,480,0,120,1,0,2000,0,16,0
8,masculino,10,san marcos,0,0,0,0,0,1,0,2000,0,7,0
8,masculino,18,san marcos,1,0,360,0,60,1,0,2000,0,9,0
8,masculino,18,san marcos,1,0,360,0,60,1,0,2000,0,12,0
8,masculino,18,san marcos,1,0,360,60,60,1,0,2000,0,15,0
6,femenino ,0,san marcos,1,0,420,180,160,1,0,2000,0,9,0
7,femenino ,21,san marcos,0,0,0,120,275,1,0,2000,0,15,0
7,femenino ,0,san marcos,1,0,260,0,0,1,0,2000,0,12,0
7,femenino ,21,san marcos,0,0,0,120,275,1,0,2000,0,14,0
8,femenino ,12,san marcos,1,0,360,0,270,1,0,2000,0,10,0
8,masculino,12,san marcos,1,0,360,120,210,1,0,2000,0,7,0
8,femenino ,0,san marcos,1,0,0,0,0,1,0,2000,0,14,0
8,femenino ,12,san marcos,1,20,360,60,240,1,0,2000,0,12,0
9,femenino ,54,san marcos,0,0,0,0,480,1,0,2000,0,16,0
3,femenino ,24,san marcos,0,60,0,0,660,1,0,2000,0,15,0
4,femenino ,0,san marcos,0,0,0,240,420,1,0,2000,0,18,0
7,masculino,0,san marcos,1,0,300,0,0,1,0,2000,0,12,0
7,femenino ,0,san marcos,0,0,0,0,150,1,0,2000,0,16,0
7,femenino ,0,san marcos,0,0,0,0,0,1,0,2000,0,17,0
8,masculino,0,san marcos,0,0,0,0,0,1,0,2000,0,7,0
8,masculino,0,san marcos,1,0,500,0,0,1,0,2000,0,12,0
8,masculino,0,san marcos,0,0,0,0,0,1,0,2000,0,7,0
8,masculino,0,san marcos,1,0,500,0,0,1,0,2000,0,14,0
8,masculino,0,san marcos,1,0,500,0,0,1,0,2000,0,10,0
8,masculino,0,san marcos,1,0,315,0,0,1,0,2000,0,15,0
8,masculino,0,san marcos,1,0,315,0,0,1,0,2000,0,12,0
8,femenino ,0,san marcos,1,0,315,60,65,1,0,2000,0,11,0
8,femenino ,0,san marcos,1,0,315,60,0,1,0,2000,0,7,0
6,femenino ,0,san marcos,1,0,270,240,120,1,0,2000,0,9,0
6,femenino ,0,san marcos,0,0,0,720,510,1,0,2000,0,16,0
6,femenino ,0,san marcos,1,0,480,60,120,1,0,2000,0,13,0
6,masculino,0,san marcos,0,0,0,120,0,1,0,2000,0,7,0
6,femenino ,0,san marcos,1,0,480,120,60,1,0,2000,0,10,0
7,masculino,36,san marcos,0,60,0,0,450,1,0,2000,0,17,0
7,masculino,0,san marcos,1,0,480,0,180,1,0,2000,0,9,0
7,femenino ,35,san marcos,0,60,0,0,720,1,0,2000,0,14,0
7,femenino ,0,san marcos,1,0,480,0,240,1,0,2000,0,11,0
7,masculino,40,san marcos,0,0,0,0,540,1,0,2000,0,14,0
7,femenino ,0,san marcos,1,0,0,0,480,1,0,2000,0,15,0
7,femenino ,36,san marcos,0,0,0,0,500,1,0,2000,0,17,0
7,femenino ,0,san marcos,1,0,0,0,440,1,0,2000,0,16,0
7,masculino,48,san marcos,1,10,0,0,480,1,0,2000,0,16,0
6,femenino ,50,santa rosa,1,600,0,0,0,1,0,2014,0,16,0
6,femenino ,0,santa rosa,1,0,0,0,0,1,0,2014,0,8,0
6,masculino,40,santa rosa,1,480,0,0,0,1,0,2014,0,12,0
9,masculino,42,san marcos,1,0,0,0,0,1,0,2000,0,14,0
9,femenino ,0,san marcos,0,0,0,480,90,1,0,2000,0,17,0
9,femenino ,0,san marcos,1,0,0,0,0,1,0,2000,0,11,0
8,femenino ,0,san marcos,1,0,0,180,150,1,0,2000,0,9,0
8,femenino ,0,san marcos,1,0,0,0,90,1,0,2000,0,15,0
8,masculino,0,san marcos,1,0,0,0,180,1,0,2000,0,13,0
8,masculino,0,san marcos,1,0,0,0,180,1,0,2000,0,7,0
9,masculino,15,san marcos,1,0,0,0,600,1,0,2000,0,11,0
9,femenino ,12,san marcos,0,0,0,0,420,1,0,2000,0,13,0
9,masculino,15,san marcos,1,0,0,0,600,1,0,2000,0,7,0
9,femenino ,0,san marcos,1,0,0,180,240,1,0,2000,0,12,0
7,femenino ,0,santa rosa,0,0,0,0,60,1,0,2014,0,17,0
7,masculino,48,santa rosa,0,0,0,0,510,1,0,2014,0,16,0
7,masculino,0,santa rosa,1,0,0,0,30,1,0,2014,0,11,0
7,masculino,48,santa rosa,0,0,0,0,510,1,0,2014,0,15,0
7,femenino ,0,escuintla,1,0,360,,240,1,0,2006,0,11,0
7,masculino,0,escuintla,1,0,360,,360,1,0,2006,0,16,0
7,masculino,48,escuintla,0,480,0,,0,1,0,2006,0,18,0
7,masculino,0,escuintla,1,0,360,,120,1,0,2006,0,13,0
6,masculino,0,escuintla,1,0,0,,240,1,0,2006,0,12,0
6,masculino,60,escuintla,1,0,360,,240,1,0,2006,0,16,0
4,femenino ,0,escuintla,1,0,360,,120,1,0,2006,0,8,0
4,femenino ,0,escuintla,1,0,360,,120,1,0,2006,0,9,0
4,femenino ,0,escuintla,1,0,360,,180,1,0,2006,0,12,0
7,masculino,12,huehuetenango,1,0,0,0,0,1,0,2011,0,10,0
7,masculino,12,huehuetenango,1,0,0,120,60,1,0,2011,0,14,0
7,masculino,63,huehuetenango,1,30,0,0,600,1,0,2011,0,16,0
4,femenino ,0,santa rosa,1,0,0,0,330,1,0,2014,0,15,0
7,femenino ,0,santa rosa,1,0,0,0,430,1,0,2014,0,17,0
7,femenino ,0,santa rosa,1,0,0,0,300,1,0,2014,0,12,0
7,femenino ,0,santa rosa,1,0,0,0,300,1,0,2014,0,14,0
7,masculino,30,santa rosa,1,0,0,0,300,1,0,2014,0,17,0
5,masculino,0,santa rosa,1,0,0,240,60,1,0,2014,0,9,0
10,masculino,48,huehuetenango,0,500,0,60,0,1,0,2011,0,16,0
10,masculino,0,huehuetenango,1,0,180,0,60,1,0,2011,0,8,0
10,femenino ,0,huehuetenango,0,0,0,60,360,1,0,2011,0,13,0
10,masculino,48,huehuetenango,0,540,0,0,0,1,0,2011,0,18,0
5,femenino ,0,huehuetenango,1,0,0,120,510,1,0,2011,0,7,0
2,femenino ,0,santa rosa,1,0,0,0,180,1,0,2014,0,12,0
4,masculino,0,santa rosa,1,10,310,0,0,1,0,2014,0,9,0
4,masculino,0,huehuetenango,1,0,540,0,120,1,0,2011,0,16,0
4,masculino,48,huehuetenango,0,540,0,0,390,1,0,2011,0,18,0
6,masculino,0,santa rosa,1,60,60,0,120,1,0,2014,0,18,0
6,femenino ,60,santa rosa,0,600,0,0,0,1,0,2014,0,18,0
6,femenino ,0,santa rosa,1,10,10,0,540,1,0,2014,0,13,0
6,masculino,0,santa rosa,1,10,10,0,180,1,0,2014,0,11,0
6,femenino ,0,santa rosa,1,10,10,0,300,1,0,2014,0,14,0
6,masculino,0,santa rosa,1,10,10,0,180,1,0,2014,0,16,0
5,masculino,0,escuintla,1,0,330,,30,1,0,2006,0,15,0
4,masculino,48,huehuetenango,0,540,0,0,0,1,0,2011,0,16,0
4,masculino,48,huehuetenango,0,540,0,0,0,1,0,2011,0,18,0
5,femenino ,0,escuintla,1,0,360,,180,1,0,2006,0,14,0
5,femenino ,60,escuintla,1,0,0,,1260,1,0,2006,0,17,0
4,femenino ,21,escuintla,0,180,0,,540,1,0,2006,0,18,0
10,masculino,0,san marcos,1,0,0,0,0,1,0,2000,0,10,0
10,masculino,0,san marcos,0,0,0,0,0,1,0,2000,0,9,0
5,masculino,0,escuintla,1,0,0,,30,1,0,2006,0,17,0
7,femenino ,0,escuintla,1,0,240,,360,1,0,2006,0,14,0
7,femenino ,0,escuintla,1,0,240,,360,1,0,2006,0,16,0
7,masculino,0,escuintla,1,0,240,,0,1,0,2006,0,8,0
6,femenino ,0,escuintla,0,0,0,,0,1,0,2006,0,9,0
7,masculino,0,escuintla,1,0,360,,0,1,0,2006,0,12,0
7,femenino ,0,escuintla,1,0,240,,60,1,0,2006,0,14,0
7,masculino,0,escuintla,1,0,240,,0,1,0,2006,0,16,0
7,masculino,0,escuintla,1,0,240,,0,1,0,2006,0,10,0
6,femenino ,0,huehuetenango,1,0,0,0,20,1,0,2000,0,16,0
6,masculino,0,huehuetenango,1,0,0,0,0,1,0,2000,0,11,0
7,masculino,0,escuintla,1,0,0,,600,1,0,2006,0,17,0
7,femenino ,0,escuintla,1,0,0,,420,1,0,2006,0,13,0
5,masculino,63,escuintla,0,540,0,,60,1,0,2006,0,17,0
5,masculino,0,santa rosa,0,0,0,0,0,1,0,2011,0,13,0
5,masculino,54,santa rosa,0,480,0,300,510,1,0,2011,0,15,0
7,femenino ,0,escuintla,1,0,390,,180,1,0,2006,0,11,0
7,masculino,70,escuintla,0,0,0,,960,1,0,2006,0,13,0
7,masculino,0,escuintla,1,0,30,,60,1,0,2006,0,8,0
7,masculino,24,escuintla,0,480,0,,60,1,0,2006,0,15,0
7,masculino,0,escuintla,0,0,0,,60,1,0,2006,0,9,0
7,femenino ,0,escuintla,0,0,0,,600,1,0,2006,0,12,0
6,masculino,30,escuintla,1,0,480,,0,1,0,2006,0,15,0
6,femenino ,0,escuintla,1,0,480,,0,1,0,2006,0,11,0
6,masculino,0,escuintla,0,0,0,,0,1,0,2006,0,8,0
7,masculino,0,escuintla,1,0,480,,0,1,0,2006,0,7,0
7,femenino ,0,escuintla,1,0,480,,0,1,0,2006,0,13,0
8,masculino,0,huehuetenango,1,0,0,0,0,1,0,2000,0,13,0
7,masculino,0,escuintla,0,0,0,,540,1,0,2006,0,17,0
7,femenino ,0,escuintla,1,0,390,,30,1,0,2006,0,9,0
7,femenino ,0,escuintla,0,0,0,,300,1,0,2006,0,14,0
7,masculino,0,escuintla,1,0,360,,60,1,0,2006,0,13,0
7,masculino,0,escuintla,1,0,360,,30,1,0,2006,0,9,0
7,masculino,0,escuintla,1,0,360,,30,1,0,2006,0,15,0
4,masculino,0,santa rosa,1,15,495,0,0,1,0,2014,0,11,0
4,masculino,36,santa rosa,0,360,0,0,0,1,0,2014,0,16,0
7,femenino ,0,escuintla,1,0,360,0,0,1,0,2011,0,7,0
7,masculino,0,escuintla,0,0,120,0,120,1,0,2011,0,17,0
5,femenino ,0,escuintla,1,0,0,360,225,1,0,2011,0,9,0
5,masculino,0,huehuetenango,1,0,0,0,0,1,0,2000,0,14,0
3,femenino ,0,chiquimula,0,0,0,480,390,1,0,2011,0,16,0
8,femenino ,0,chiquimula,1,0,0,60,270,1,0,2011,0,9,0
8,femenino ,0,chiquimula,1,0,0,60,270,1,0,2011,0,12,0
8,masculino,0,chiquimula,1,0,0,180,180,1,0,2011,0,11,0
8,masculino,0,chiquimula,1,0,0,480,0,1,0,2011,0,8,0
4,femenino ,0,chiquimula,0,0,0,0,600,1,0,2011,0,16,0
4,masculino,48,chiquimula,0,0,0,0,1200,1,0,2011,0,18,0
7,femenino ,0,chiquimula,1,0,0,0,0,1,0,2011,0,10,0
7,masculino,0,chiquimula,0,0,0,0,120,1,0,2011,0,15,0
7,masculino,0,chiquimula,1,0,0,0,180,1,0,2011,0,8,0
7,femenino ,0,chiquimula,1,0,0,30,240,1,0,2011,0,17,0
12,femenino ,16,chiquimula,1,480,120,240,60,1,0,2011,0,14,0
12,masculino,0,chiquimula,1,0,120,0,210,1,0,2011,0,8,0
12,femenino ,0,chiquimula,1,0,0,180,150,1,0,2011,0,12,0
5,femenino ,25,chiquimula,0,0,0,600,300,1,0,2011,0,17,0
4,masculino,0,chiquimula,0,0,0,0,0,1,0,2011,0,10,0
4,femenino ,48,chiquimula,0,0,0,0,840,1,1,2011,0,12,0
12,femenino ,0,chiquimula,1,0,435,0,0,1,0,2011,0,7,0
12,masculino,0,chiquimula,1,0,435,0,120,1,0,2011,0,12,0
12,femenino ,0,chiquimula,1,0,435,0,0,1,0,2011,0,13,0
12,masculino,0,chiquimula,1,0,435,0,0,1,0,2011,0,9,0
6,femenino ,0,chiquimula,1,0,0,180,540,1,0,2011,0,11,0
6,masculino,0,chiquimula,1,0,0,0,780,1,0,2011,0,13,0
6,masculino,0,chimaltenango,1,30,120,0,300,1,0,2011,1,17,17
7,femenino ,0,chiquimula,1,0,0,120,240,1,0,2011,0,11,0
7,femenino ,0,chiquimula,1,0,0,120,240,1,0,2011,0,12,0
7,masculino,0,chiquimula,0,0,0,0,120,1,0,2011,0,15,0
5,femenino ,0,chiquimula,1,0,0,0,540,1,0,2011,0,15,0
5,masculino,0,chiquimula,1,300,0,0,780,1,0,2011,0,11,0
5,masculino,0,chiquimula,1,300,0,0,780,1,0,2011,0,9,0
5,masculino,0,chiquimula,1,0,0,0,0,1,0,2011,0,8,0
6,masculino,0,chiquimula,1,0,0,0,0,1,0,2011,0,12,0
6,femenino ,0,chiquimula,1,0,0,0,60,1,0,2011,0,9,0
6,femenino ,0,chiquimula,1,0,0,0,0,1,0,2011,0,7,0
5,masculino,70,chimaltenango,0,630,0,0,0,1,0,2011,1,13,13
5,femenino ,0,chimaltenango,1,0,120,60,90,1,0,2011,1,11,11
5,masculino,51,chimaltenango,0,420,0,0,0,1,0,2011,1,16,16
9,masculino,0,chimaltenango,0,0,0,0,120,1,0,2011,1,15,15
9,femenino ,0,chimaltenango,1,0,120,0,180,1,0,2011,1,11,11
9,masculino,14,chimaltenango,0,0,0,60,60,1,0,2011,1,13,13
9,masculino,36,chimaltenango,0,0,0,0,0,1,0,2011,1,17,17
